,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,-1.406040764839631,-0.6414887856202802,-1.0045476263232216,-0.9144270980838898,-0.03688876705181537,-0.7896825349551797,-0.6727676800178859,0.219451253385393,-0.9286530585601911,-0.28718645818101257,0.9360479641659557,0.331106245995917,-0.6884398867241498,-1.1589910059308197,-0.26010774859092867,-0.42183955616610147,-0.2601077485909168,-1.5105398684701352,-1.405329480146739,-0.749269771387925,0.28368186476229906,1.1220562851209868,-0.5776112241611377,2.939452083109391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1.354494396671975,-0.5307823405753527,2.0765651703002592,0.0643782300227189,-0.03688876705181537,0.47924449011925524,1.3241029786210605,-0.5954248466702102,1.4226010814231924,-0.15821631619700463,0.15998649414665006,-1.1540121802714833,-0.6884398867241498,-1.1589910059308197,-0.651586620426636,-0.6028694374306204,-0.6515866204266091,0.6740487794022121,1.319034191084189,0.6376637999925351,-0.9982036346359807,1.5413369760840576,1.9994412142324116,-0.3401994561320471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,1.233750577429186,-0.3093694504854975,-0.8813031144582824,0.0643782300227189,-0.03688876705181537,-0.7844216434747716,-0.6727676800178859,-0.5954248466702102,0.24697401143150075,-0.15821631619700463,-0.6160749758726556,0.4961194044700725,1.83494517334062,0.5242770403858147,2.200518733191965,2.0343352754981514,2.2005187331919025,-1.2185866408399808,-1.7685779696441961,-0.928524156064529,0.32452172177172733,-1.1606941434557332,-0.5901211874543101,-0.3401994561320471,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,-0.2933036071119682,-0.42007589553042507,-0.14183604326864693,1.0431835581293276,0.8796321444144282,-0.8616515304071625,-0.6727676800178859,-0.5954248466702102,0.24697401143150075,-0.28718645818101257,0.15998649414665006,0.331106245995917,-0.6884398867241498,1.085366389158026,-1.3449815084777135,-1.2657366735788005,-1.344981508477746,0.12143182455607873,1.5006584358329174,-0.6892264502108633,-1.196109327667228,1.5413369760840576,-0.20231232536596042,-0.3401994561320471,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,-0.020248957059648118,-1.3057274558898457,-0.3883250669985254,-0.9144270980838898,1.7961530558806718,-0.9470884080489901,0.12598058343769267,1.0343273534409962,-0.9286530585601911,-0.5451267421490285,0.15998649414665006,-0.6589727048490165,-0.37301675421605357,-0.5979016571586082,-1.21659925448257,-1.1105082701770115,-1.2165992544824975,0.5631672877994063,2.0455311700791032,-0.81015612852297,1.386853449776292,0.07385455771330923,-0.22018370149906427,-0.3401994561320471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.5526923028767229,-0.42007589553042507,-0.01859153140370771,-1.8932324261904985,0.8796321444144282,-0.6840438340285849,1.3241029786210605,1.8492034534965995,1.4226010814231924,-0.5451267421490285,-0.6160749758726556,-0.6589727048490165,-0.37301675421605357,-0.8784463315447139,-0.05792500893704373,-0.21710587816590365,-0.05792500893701805,-0.36066256350568754,-0.49720825640309646,-0.6709273220500984,-0.2038889510567735,0.07385455771330923,0.584028224490601,-0.3401994561320471,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,-0.641329909635301,1.0191078900536334,0.1046529804612315,0.0643782300227189,-0.03688876705181537,1.8588606719414766,-0.6727676800178859,-0.8670502133554113,-0.9286530585601911,1.6473656715791067,-1.3921364458919612,2.80630362310825,4.042907100897293,0.8048217147719203,-0.5710584802544408,-0.6379007122523755,-0.5710584802544626,-0.06727925753821938,0.22928872259181768,2.04012037921662,-1.0058857027785044,-1.3150127311018633,-0.6088861323940691,-0.3401994561320471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,-0.3319731962812274,1.683346560323199,-1.0045476263232216,1.0431835581293276,2.712673967346915,0.6717931183021916,-1.0721418117456751,0.7627019867557951,1.4226010814231924,-0.8030670261170444,-0.6160749758726556,-0.49395954637486095,-0.37301675421605357,-0.5979016571586082,-0.4268680206499689,-0.39897483188124383,-0.42686802064990814,0.6190039124747991,0.9557857015867318,0.7459905209957484,2.1542355731297214,0.4931352486763802,-0.7027108570928632,2.939452083109391,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.6331881823719155,-0.973608120755063,-0.01859153140370771,1.0431835581293276,-0.9534096785180589,-0.18362783641216623,0.9247288468932712,-0.32379947998500913,0.24697401143150075,-0.8030670261170444,0.9360479641659557,-0.6589727048490165,-0.05759362170795739,-0.5979016571586082,2.322313386041564,2.277036981897975,2.3223133860416487,0.9193234450013525,-0.678832501151825,-0.539878106539126,-1.0792383271693622,-0.5550664787312972,3.8008759284492615,-0.3401994561320471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,-0.19071081952005603,1.683346560323199,-0.5115695788634647,1.0431835581293276,1.7961530558806718,-1.078610695059193,-0.6727676800178859,-0.5954248466702102,0.24697401143150075,2.8080969494351784,-0.6160749758726556,4.126408890901495,1.2040989083244273,1.3659110635441318,-1.1281738019721315,-1.2693027314947876,-1.1281738019720244,-1.210880858183297,-0.678832501151825,-0.9744481497753622,-0.4216385449264644,-0.9743471696943682,-0.5662385302582533,-0.3401994561320471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
